city,sub_location,display_name,name_ar,name_en,poi_name,category,latitude,longitude,dist_to_center_m
Jenin,الزبابدة,ملحمة ابو علاء,ملحمة ابو علاء,,ملحمة ابو علاء,butcher,32.385683,35.3246418,46
Jenin,الزبابدة,مطعم فينوس,مطعم فينوس,,مطعم فينوس,restaurant,32.3849241,35.3260348,199
Jenin,الزبابدة,مشغل هيثم للخياطة,مشغل هيثم للخياطة,,مشغل هيثم للخياطة,clothes,32.3861042,35.3244629,48
Jenin,الزبابدة,ملحمة بسيل,ملحمة بسيل,,ملحمة بسيل,butcher,32.3852573,35.3232042,105
Jenin,الزبابدة,مكتبة رامي,مكتبة رامي,,مكتبة رامي,library,32.385171,35.3233739,98
Jenin,الزبابدة,حلويات سان ريمو,حلويات سان ريمو,,حلويات سان ريمو,confectionery,32.3857556,35.3253097,108
Jenin,الزبابدة,يعقوب للتجارة,يعقوب للتجارة,,يعقوب للتجارة,supermarket,32.3849274,35.3240712,93
Jenin,الزبابدة,حلويات الزبابدة,حلويات الزبابدة,,حلويات الزبابدة,confectionery,32.384024,35.3259682,257
Jenin,الزبابدة,ملحمة ستايتي,ملحمة ستايتي,,ملحمة ستايتي,butcher,32.3848687,35.3241873,99
Jenin,الزبابدة,برادايس اكس بوكس,برادايس اكس بوكس,Paradice xbox,برادايس اكس بوكس,restaurant,32.3840897,35.3258717,246
Jenin,الزبابدة,صالون احمد ارشيد,صالون احمد ارشيد,,صالون احمد ارشيد,hairdresser,32.3849979,35.3239031,88
Jenin,الزبابدة,بقالة محمود ابو زينة,بقالة محمود ابو زينة,,بقالة محمود ابو زينة,supermarket,32.3833092,35.3250389,285
Jenin,الزبابدة,كراج ايلي,كراج ايلي,,كراج ايلي,car_repair,32.3919921,35.3210196,753
Jenin,الزبابدة,الساحلية لتجارة السيارات,الساحلية لتجارة السيارات,,الساحلية لتجارة السيارات,car,32.3921471,35.3210047,770
Jenin,الزبابدة,محلات توفيق لمواد البناء,محلات توفيق لمواد البناء,,محلات توفيق لمواد البناء,doityourself,32.3879018,35.3227792,271
Jenin,الزبابدة,شارلي,شارلي,,شارلي,marketplace,32.387572,35.3227779,240
Jenin,الزبابدة,السوق الشعبي,السوق الشعبي,,السوق الشعبي,marketplace,32.3878166,35.3227806,263
Jenin,الزبابدة,مراد لمواد البناء,مراد لمواد البناء,,مراد لمواد البناء,doityourself,32.3877307,35.3227779,255
Jenin,الزبابدة,مغسلة عواد,مغسلة عواد,,مغسلة عواد,car_wash,32.3887703,35.3223779,374
Jenin,الزبابدة,مكتب تكسي الاجنحة الذهبية,مكتب تكسي الاجنحة الذهبية,,مكتب تكسي الاجنحة الذهبية,taxi,32.3851099,35.3238799,76
Jenin,الزبابدة,مغسلة خرعوبا,مغسلة خرعوبا,,مغسلة خرعوبا,car_wash,32.3932206,35.3208824,885
Jenin,الزبابدة,محلات الفحل لمواد البناء و الادوات الصحية,محلات الفحل لمواد البناء و الادوات الصحية,,محلات الفحل لمواد البناء و الادوات الصحية,doityourself,32.3837794,35.32621,292
Jenin,الزبابدة,كراج الشرق,كراج الشرق,,كراج الشرق,car_repair,32.3837048,35.326328,306
Jenin,Jenin City,وزارة العدل,وزارة العدل,,وزارة العدل,government,32.4665391,35.2925403,700
Jenin,سيريس,صالون ايمن للرجال,صالون ايمن للرجال,Ayman saloon for men,صالون ايمن للرجال,hairdresser,32.3297069,35.2910911,189
Jenin,سيريس,سوبر ماركت سيف الدين,سوبر ماركت سيف الدين,Seif-Eldeen Supermarket,سوبر ماركت سيف الدين,supermarket,32.3305943,35.2902952,295
Jenin,سيريس,سوبر ماركت المختار,سوبر ماركت المختار,Al-Mokhtar Supermarket,سوبر ماركت المختار,supermarket,32.3276188,35.2903429,75
Jenin,سيريس,حلويات النور,حلويات النور,Al-Nour Sweets,حلويات النور,confectionery,32.3286119,35.2937203,265
Jenin,سيريس,شراكة المختار للملابس,شراكة المختار للملابس,Al-Mokhtar for clothes,شراكة المختار للملابس,clothes,32.3290044,35.292606,188
Jenin,سيريس,ميني ماركت مراد,ميني ماركت مراد,Morad Mini-Market,ميني ماركت مراد,supermarket,32.3298958,35.2952439,451
Jenin,سيريس,ميني ماركت بلال,ميني ماركت بلال,Mini Market Bilal,ميني ماركت بلال,supermarket,32.3278586,35.2904149,57
Jenin,سيريس,مطعم الرشيد - ابو الطاهر,مطعم الرشيد - ابو الطاهر,Al-Rasheed Restaurant,مطعم الرشيد - ابو الطاهر,restaurant,32.3273355,35.2900846,114
Jenin,سيريس,عادل ابو الاسد للسيارات,عادل ابو الاسد للسيارات,Adel Abu Elasad for cars,عادل ابو الاسد للسيارات,car,32.3273697,35.2959918,475
Jenin,سيريس,روضة سيريس,روضة سيريس,Siris Nursary,روضة سيريس,childcare,32.325638,35.2882475,369
Jenin,سيريس,ستارفون للاتصالات,ستارفون للاتصالات,Star Phone for telecommunication,ستارفون للاتصالات,mobile_phone,32.3299922,35.2912212,222
Jenin,سيريس,مطعم باسل المعايطة,مطعم باسل المعايطة,Basel Maayta Restaurant,مطعم باسل المعايطة,restaurant,32.3287032,35.2933336,233
Jenin,سيريس,عيادة الدكتور أسامة فقها,عيادة الدكتور أسامة فقها,Dr. Osama Fuqha,عيادة الدكتور أسامة فقها,clinic,32.3298807,35.2918765,224
Jenin,سيريس,معرض جهاد عواد للكهربائيات,معرض جهاد عواد للكهربائيات,Jihad Awwad for electronics,معرض جهاد عواد للكهربائيات,electronics,32.3273665,35.2966511,536
Jenin,سيريس,سوبر ماركت الشعب,سوبر ماركت الشعب,Al-Sha'b supermarket,سوبر ماركت الشعب,supermarket,32.3280972,35.2900506,89
Jenin,سيريس,صالون اسلام للرجال,صالون اسلام للرجال,Islam saloon for men,صالون اسلام للرجال,hairdresser,32.3272419,35.2903191,106
Jenin,سيريس,سوبر ماركت الايمان,سوبر ماركت الايمان,Al-Eman Supermarket,سوبر ماركت الايمان,supermarket,32.3297541,35.2915595,201
Jenin,سيريس,سوبر ماركت التوفير,سوبر ماركت التوفير,Sallet Al-Tawfeer Super Market,سوبر ماركت التوفير,supermarket,32.3285758,35.2936614,258
Jenin,سيريس,المشاريق لمواد البناء والدهانات,المشاريق لمواد البناء والدهانات,Al-Mashareeq for Building Materials and Paints,المشاريق لمواد البناء والدهانات,yes,32.329983,35.2908858,220
Jenin,عرانة,أنظمة القمة,أنظمة القمة,,ALQemma Systems,department_store,32.4870161,35.298603,2459
Jenin,سيريس,حلويات النور,حلويات النور,Al-Nour Sweets,حلويات النور,confectionery,32.328536,35.2937368,264
Jenin,ميثلون,الدوار,الدوار,,Ad Dawwar,mini_roundabout,32.3492063,35.2733652,160
Jenin,ميثلون,بنك فلسطين,بنك فلسطين,Bank of Palestine,بنك فلسطين,bank,32.34851,35.2683657,517
Jenin,ميثلون,الطاسه,الطاسه,,At Tassi,supermarket,32.3495443,35.2715276,288
Jenin,ميثلون,دجاج مقلي,دجاج مقلي,,Fried Chicken,fast_food,32.3494903,35.2722888,234
Jenin,ميثلون,حمص وفلافل,حمص وفلافل,,Humus & Falafel,fast_food,32.3495398,35.272736,216
Jenin,ميثلون,كمبيوتر وجوال,كمبيوتر وجوال,,PC & Mobile,computer,32.3493914,35.2732843,182
Jenin,ميثلون,أثاث,أثاث,,Furniture,furniture,32.349162,35.2735824,151
Jenin,ميثلون,غسيل سيارات,غسيل سيارات,,Car Wash,car_wash,32.3489642,35.273412,133
Jenin,ميثلون,الصادق للكمبيوتر,الصادق للكمبيوتر,,PC,computer,32.3485145,35.2744713,99
Jenin,ميثلون,الصادق للتصالات,الصادق للتصالات,,Mobile Phone Shop,mobile_phone,32.3474082,35.2703885,324
Jenin,ميثلون,بناشر,بناشر,,Tires,car_repair,32.3475026,35.2701277,347
Jenin,ميثلون,بناشر,بناشر,,Tire Repair,car_repair,32.3483301,35.2746097,94
Jenin,ميثلون,عساف ميني ماركت,عساف ميني ماركت,,Assaf Minimarket,supermarket,32.347714,35.2751953,131
Jenin,ميثلون,ميني ماركت الفرسان,ميني ماركت الفرسان,,Al-Fursan Minimarket,supermarket,32.3474532,35.2750249,121
Jenin,ميثلون,حلاق,حلاق,,Barber Shop,hairdresser,32.3478084,35.2748599,99
Jenin,ميثلون,حلاق,حلاق,,Barber,hairdresser,32.3494993,35.272358,231
Jenin,ميثلون,مستشفى ولادة,مستشفى ولادة,,Maternity Hospital,hospital,32.34994,35.2752911,274
Jenin,ميثلون,مجلس سيارات,مجلس سيارات,,Mechanic,car_repair,32.3488517,35.2736675,116
Jenin,ميثلون,ترمبات سيارات,ترمبات سيارات,,Mechanic - Pumps,car_repair,32.3484013,35.269011,455
Jenin,ميثلون,غسيل سيارات,غسيل سيارات,,Car Wash,car_wash,32.3482462,35.2691946,436
Jenin,ميثلون,الداخلية,الداخلية,,Ministry of Interior,government,32.3475553,35.2727532,103
Jenin,ميثلون,كهربائي سيارات,كهربائي سيارات,,Car Electrician,car_repair,32.3495657,35.2707052,350
Jenin,ميثلون,كهربائي سيارات,كهربائي سيارات,,Car Electrician,car_repair,32.3530517,35.2697283,697
Jenin,ميثلون,أثاث,أثاث,,Furniture,furniture,32.3502873,35.2670782,689
Jenin,ميثلون,غسيل وخدمات سيارات,غسيل وخدمات سيارات,,Car Service and Wash,car_wash,32.3501988,35.2664471,740
Jenin,ميثلون,حلاق,حلاق,,Barber,hairdresser,32.3495458,35.273489,194
Jenin,ميثلون,مخبز,مخبز,,Bakery,bakery,32.3496813,35.2736013,208
Jenin,ميثلون,مخبز,مخبز,,Bakery,bakery,32.3490715,35.27135,270
Jenin,ميثلون,مخبز,مخبز,,Bakery,bakery,32.3494656,35.271131,311
Jenin,ميثلون,مخبز,مخبز,,Bakery,bakery,32.3472057,35.271473,230
Jenin,ميثلون,مجمع طبي,مجمع طبي,,Medical Complex,hospital,32.3473006,35.2706442,303
Jenin,ميثلون,ملحمة طيور,ملحمة طيور,,Butcher,butcher,32.3472841,35.270928,277
Jenin,ميثلون,ملحمة,ملحمة,,Butcher,butcher,32.3459427,35.2736853,209
Jenin,ميثلون,معاطة دجاج,معاطة دجاج,,Butrcher,butcher,32.3494504,35.2734493,185
Jenin,ميثلون,ملحمة,ملحمة,,Butcher,butcher,32.347402,35.2746402,91
Jenin,ميثلون,بيع وصيانة دراجات هوائية,بيع وصيانة دراجات هوائية,,Bicycle Shop and Manitenance,bicycle_repair_station,32.348263,35.2744041,75
Jenin,ميثلون,مسجد خالد بن الوليد,مسجد خالد بن الوليد,,Khalid Ibn Al Waleed Mosque,place_of_worship,32.348825,35.2754878,194
Jenin,ميثلون,مسجد ابو بكر الصديق,مسجد ابو بكر الصديق,Abu Bakr Al-Siddiq Mosque,مسجد ابو بكر الصديق,place_of_worship,32.3500395,35.2785455,509
Jenin,ميثلون,مسجد صلاح الدين الأيوبي,مسجد صلاح الدين الأيوبي,Salah Al-Din Al-Ayubi Mosque,مسجد صلاح الدين الايوبي,place_of_worship,32.3505018,35.270692,418
Jenin,ميثلون,مسجد عمر بن الخطاب,مسجد عمر بن الخطاب,,Omar Ibn Al Khattab Mosque,place_of_worship,32.3480818,35.2724193,134
Jenin,ميثلون,مسجد مصعب بن عمير,مسجد مصعب بن عمير,,Mus'ab Ibn Omeir Mosque,place_of_worship,32.3470485,35.2726983,135
Jenin,ميثلون,مدرسة بنات ميثلون الثانوية,مدرسة بنات ميثلون الثانوية,,Meithalun' Secondary School for Girls,school,32.3504001,35.2772082,430
Jenin,ميثلون,عيادة طبيب عام,عيادة طبيب عام,,Clinic,hospital,32.3485222,35.2659556,742
Jenin,ميثلون,طبيب عام,طبيب عام,,Dress Barn,clothes,32.3488077,35.2730474,131
Jenin,ميثلون,عيادة طب أسنان,عيادة طب أسنان,,Dentist,dentist,32.3487759,35.2730259,129
Jenin,ميثلون,عيادة طب أسنان,عيادة طب أسنان,,Dentist,dentist,32.3497412,35.2700647,411
Jenin,ميثلون,عيلدة طب أسنان,عيلدة طب أسنان,,Dentist,dentist,32.3468227,35.2756491,205
Jenin,ميثلون,عيادة خاصة,عيادة خاصة,,Clinic,hospital,32.349356,35.272704,200
Jenin,ميثلون,عيادة خاصة,عيادة خاصة,,Clinic,hospital,32.3467003,35.2716687,236
Jenin,ميثلون,ملحمة أبو عزام,ملحمة أبو عزام,,Abu Azzam Buchery,butcher,32.3494439,35.2722248,234
Jenin,ميثلون,ديوان آل ربايعه,ديوان آل ربايعه,,Diwan Al Rabaiah,community_centre,32.3486048,35.2752463,161
Jenin,ميثلون,مكتب تكسي ميثلون,مكتب تكسي ميثلون,,Taxi Meithalun,taxi,32.3486077,35.2743304,101
Jenin,ميثلون,مكتب تكسي البراق,مكتب تكسي البراق,,Al-Buraq Taxi,taxi,32.3472118,35.2702427,342
Jenin,ميثلون,عيادة طب أسنان,عيادة طب أسنان,Dentist DR Mohammad Rabaya,عيادة طب أسنان الدكتور محمد ربايعه,dentist,32.3497684,35.2725967,245
Jenin,سيريس,ميني ماركت عبد العبر,ميني ماركت عبد العبر,Mini market Abed Al-Obor,ميني ماركت عبد العبر,supermarket,32.3274274,35.2892776,174
Jenin,سيريس,سوبر ماركت فريد الصالح,سوبر ماركت فريد الصالح,Fareed Saleh supermarket,سوبر ماركت فريد الصالح,supermarket,32.3273277,35.2898305,133
Jenin,سيريس,مطعم الاصدقاء - نور,مطعم الاصدقاء - نور,Al-Asdeqaa Restaurant - Nour,مطعم الاصدقاء - نور,restaurant,32.3291497,35.2924392,186
Jenin,عرانة,صيدلية تولين للأدوية البشرية و البيطرية,صيدلية تولين للأدوية البشرية و البيطرية,Tollen Human & Veterinary Pharmacy,صيدلية تولين للأدوية البشرية و البيطرية,pharmacy,32.4978209,35.3225299,89
Jenin,سيريس,الفقهاء للأخشاب وحديد البناء,الفقهاء للأخشاب وحديد البناء,Al-Fuqha for building requirements and woods,الفقهاء للأخشاب وحديد البناء,yes,32.3287457,35.2931763,221
Jenin,Jenin City,دوار الحمامة,دوار الحمامة,,دوار الحمامة,fountain,32.4687477,35.3040365,975
Jenin,Jenin City,دوارالمنطقه الصناعيه,دوارالمنطقه الصناعيه,,دوارالمنطقه الصناعيه,fountain,32.4658258,35.3052762,846
Jenin,Jenin City,مني ماركت الحشاش,مني ماركت الحشاش,Mini Market Hashash,مني ماركت الحشاش,supermarket,32.4657746,35.3050396,824
Jenin,سيلة الظهر,مركز الرعاية الصحي,مركز الرعاية الصحي,,مركز الرعاية الصحي,clinic,32.3176449,35.190054,511
Jenin,سيلة الظهر,مخبز سيلة الظهر,مخبز سيلة الظهر,,مخبز سيلة الظهر,bakery,32.3175444,35.1910344,599
Jenin,سيلة الظهر,مسجد كامل حسن,مسجد كامل حسن,,مسجد كامل حسن,place_of_worship,32.3182182,35.1880773,317
Jenin,سيلة الظهر,طبيب باطني عبد القادر قطمش,طبيب باطني عبد القادر قطمش,,طبيب باطني عبد القادر قطمش,pharmacy,32.3172605,35.1910096,610
Jenin,سيلة الظهر,صيدلية الصديق,صيدلية الصديق,,صيدلية الصديق,pharmacy,32.3174316,35.1909831,600
Jenin,سيلة الظهر,شركة مجمع سيلة الظهر التجارية,شركة مجمع سيلة الظهر التجارية,,شركة مجمع سيلة الظهر التجارية,convenience,32.3192469,35.1922844,670
Jenin,سيلة الظهر,محطة وقود سيلة الظهر,محطة وقود سيلة الظهر,Selet al dahr Fuel station,محطة وقود سيلة الظهر,fuel,32.3221477,35.1935762,838
Jenin,سيلة الظهر,المسجد القديم,المسجد القديم,Old Mosque,المسجد القديم,place_of_worship,32.3170791,35.1851442,286
Jenin,سيلة الظهر,عيادات الصحة الحكومية,عيادات الصحة الحكومية,,عيادات الصحة الحكومية,clinic,32.3182183,35.1879794,309
Jenin,سيلة الظهر,معرض مفروشات الشمال,معرض مفروشات الشمال,,معرض مفروشات الشمال,furniture,32.3221088,35.1936121,839
Jenin,سيلة الظهر,محلات ابو خالد التجارية,محلات ابو خالد التجارية,,محلات ابو خالد التجارية,convenience,32.316193,35.1910121,671
Jenin,سيلة الظهر,سوبر ماركت السلام,سوبر ماركت السلام,,سوبر ماركت السلام,supermarket,32.316454,35.1909486,649
Jenin,سيلة الظهر,محمد حنتولي للتامين,محمد حنتولي للتامين,,محمد حنتولي للتامين,government,32.3174949,35.1909666,596
Jenin,سيلة الظهر,مغسلة للسيارات,مغسلة للسيارات,,مغسلة للسيارات,car_wash,32.3163123,35.190739,642
Jenin,سيلة الظهر,صيدلية النور,صيدلية النور,Al-Noor Pharmacy,صيدلية النور,pharmacy,32.3198195,35.1919081,634
Jenin,Jenin City,صيدلية الغسق,صيدلية الغسق,,صيدلية الغسق,pharmacy,32.4660891,35.2921325,692
Jenin,Jenin City,صيدلية الغسق,صيدلية الغسق,,صيدلية الغسق,pharmacy,32.4660883,35.2921586,690
Jenin,عرابة,كراج العرابي,كراج العرابي,,كراج العرابي,car_repair,32.40052,35.213019,1016
Jenin,السويطات,مدرسة بنات عمر بن الخطاب الثانوية,مدرسة بنات عمر بن الخطاب الثانوية,,مدرسة بنات عمر بن الخطاب الثانوية,school,32.4459426,35.2972638,618
Jenin,Jenin City,بلدية جنين,بلدية جنين,,بلدية جنين,government,32.4562314,35.2991788,646
Jenin,سيلة الظهر,قاعة زينة للافراح,قاعة زينة للافراح,,قاعة زينة للافراح,events_venue,32.3181631,35.1888422,383
Jenin,سيلة الظهر,قطمش لمواد البناء,قطمش لمواد البناء,,قطمش لمواد البناء,convenience,32.3160925,35.1896133,576
Jenin,Jenin City,صيدلية الكرمل,صيدلية الكرمل,,صيدلية الكرمل,pharmacy,32.4621772,35.2933218,400
Jenin,برقين,الشركة المتحدة للغاز,الشركة المتحدة للغاز,,United Company for Gas,fuel,32.4466418,35.2616288,1065
Jenin,برقين,ميني ماركت ناصر العابد,ميني ماركت ناصر العابد,,Naser Abed Mini Market,supermarket,32.4518518,35.2629194,527
Jenin,برقين,مقهى اللوتس,مقهى اللوتس,,Al-Lotes Cafe,cafe,32.4485234,35.261772,859
Jenin,برقين,مقهى وبلياردو الباشا,مقهى وبلياردو الباشا,,Al-Basha Cafe,cafe,32.4472063,35.2617032,1004
Jenin,برقين,محطة الرمز الآمن,محطة الرمز الآمن,,Kofr Kod station,fuel,32.4562648,35.255739,461
Jenin,برقين,قاعة اللؤلؤة,قاعة اللؤلؤة,,Lo'loa,community_centre,32.4485587,35.2610575,849
Jenin,برقين,مدرسة الصداقة الفلسطينية الكورية الابتدائية للبنات,مدرسة الصداقة الفلسطينية الكورية الابتدائية للبنات,,Palestinian Korean Friendship Elementary School for Girls,school,32.4545012,35.2690132,806
Jenin,برقين,Al-Fannan,Al-Fannan,,Al-Fannan,hairdresser,32.4535239,35.2623291,335
Jenin,برقين,دكتور أسيد كلوف,دكتور أسيد كلوف,,Dr. Osaid Klouf,clinic,32.4537041,35.2622983,316
Jenin,برقين,Hamodi Store,Hamodi Store,,Hamodi Store,gift,32.4534144,35.2622929,344
Jenin,برقين,الدكتور محمد ورداني,الدكتور محمد ورداني,,Dr.Moahmmad Wardani,dentist,32.4538207,35.2622902,305
Jenin,برقين,حمد ميني ماركت,حمد ميني ماركت,,Hamad Mini Market,convenience,32.4540472,35.2623678,287
Jenin,Jenin City,محطة النفاع للمحروقات,محطة النفاع للمحروقات,Al-Naffa Fuel Station,محطة محروقات النفاع,fuel,32.4587908,35.2997615,401
Jenin,برقين,مسجد الصالحين,مسجد الصالحين,,Al-Salhen Mosque,place_of_worship,32.4499215,35.2628426,726
Jenin,برقين,جزار ميزيل,جزار ميزيل,,Meziel's Butcher,butcher,32.4541693,35.2622122,268
Jenin,برقين,Houf SuperMarket,Houf SuperMarket,,Houf SuperMarket,supermarket,32.4538853,35.2644036,435
Jenin,برقين,مخبز حمادة,مخبز حمادة,,Hamadeh Bakery,bakery,32.4559362,35.2610676,48
Jenin,برقين,مخبز طابون القرية,مخبز طابون القرية,,The Village Tabon,bakery,32.4548313,35.2605746,151
Jenin,برقين,طابون ادم,طابون ادم,,Adam's Tabon,bakery,32.4563964,35.2563536,404
Jenin,برقين,صيدلية مها,صيدلية مها,,Maha Pharmacay,pharmacy,32.4559316,35.2603718,39
Jenin,برقين,بن ومحمص غصن الزيتون,بن ومحمص غصن الزيتون,,Ghosn Al-Zaiton Coffee and roastery,coffee,32.4558666,35.2603287,47
Jenin,برقين,صالون النديم للرجال,صالون النديم للرجال,,Nadeem's Salon,hairdresser,32.4555813,35.26007,87
Jenin,برقين,صالون ري ري,صالون ري ري,,ReRe Salon,hairdresser,32.4556311,35.260188,76
Jenin,Jenin City,مركز صحة البساتين,مركز صحة البساتين,Al-basateen health center,Basatine PHC,hospital,32.4665427,35.2997115,556
Jenin,الجديدة,محطة الباصات / نابلس ، جنين,محطة الباصات / نابلس ، جنين,,محطة الباصات / نابلس ، جنين,bus_station,32.33406,35.3013429,181
Jenin,Jenin City,سوق قباطية للخضار,سوق قباطية للخضار,,سوق قباطية للخضار,greengrocer,32.4233109,35.2664962,1033
Jenin,الرامة,شركه البريق للمنظفات,شركه البريق للمنظفات,,شركه البريق للمنظفات,convenience,32.3555493,35.1721177,126
Jenin,Jenin City,دراجات والعاب حمزه السعدي,دراجات والعاب حمزه السعدي,,دراجات والعاب حمزه السعدي,sports,32.4656852,35.3051321,826
Jenin,اليامون,Al-Yamoun Post بريد اليامون,Al-Yamoun Post بريد اليامون,,Al-Yamoun Post بريد اليامون,post_office,32.4881093,35.2322505,520
Jenin,قباطية,سوبر ماركت الرشق,سوبر ماركت الرشق,,سوبر ماركت الرشق,supermarket,32.4071833,35.2874656,743
Jenin,الزبابدة,محطة محروقات الزبابدة,محطة محروقات الزبابدة,,محطة محروقات الزبابدة,fuel,32.3933191,35.3211993,886
Jenin,Jenin City,صيدلية فلسطين,صيدلية فلسطين,,Palestine pharmacy,pharmacy,32.461645,35.2980604,53
Jenin,سيلة الظهر,المدرسة الاساسية الاولى للبنين,المدرسة الاساسية الاولى للبنين,,المدرسة الاساسية الاولى للبنين,school,32.3179168,35.187325,280
Jenin,سيلة الظهر,بلدية سيلة الظهر,بلدية سيلة الظهر,,بلدية سيلة الظهر,government,32.3163663,35.1891024,520
